Gene Symbols,Fold Change,P-Value
CTRB2,-3.0734457829838697,0.0074089496620080445
TFF2,2.53811412414616,2.6055975067161138e-05
MTUS2,-2.0251304949377897,1.3866827752425702e-06
CXCL5,3.8516080494693252,1.385218474815426e-07
CXCL5,2.9113461373887013,4.213054078557006e-06
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,2.9129767345112056,8.748923489022308e-08
PRSS3P2,-2.3785212847336465,0.0037686335743213418
DIRAS3,-2.0240745655907646,3.796530597421717e-07
PRSS2,-2.2940053225516053,0.008736564437069256
KLK1,-2.8535084320358814,0.0003284164967679893
GATM,-2.4047679392303873,8.160855218880103e-05
MUC4,3.2472762577625507,1.3681633414398016e-07
MUC4,2.356390326172968,4.480899537722471e-06
KYNU,2.05021056137934,6.302035235496007e-07
COL10A1,2.624374941803016,3.967930248602217e-07
MT1M,-2.1570782139630604,5.441890035374718e-09
S100A6,2.067519932755227,3.0330887551424023e-09
HN1,2.114719632705006,2.1971269990993282e-09
MLPH,2.20526886121304,2.459055578824168e-09
BEX1,-2.3093799811600992,1.7654483051854827e-05
PLEK2,2.0423505376494604,2.042979514250645e-10
S100A14,2.157297347022568,5.308551511955059e-09
MUC13,2.115774240348607,4.451319290721962e-07
SYBU,-2.0674386037310764,1.9693267894577104e-06
EPS8L1,2.0798513520600945,2.2947429893533637e-09
TMPRSS4,3.75152534737521,2.3575277251787076e-13
KRT23,2.134489314114151,0.00020075052802385934
SPRR3,2.1506072375322263,0.0010091119543491466
PLAC8,2.8643268597110976,6.071326872417973e-08
EPS8L3,2.486423906265083,8.460783025345551e-09
GCNT3,2.652373294895572,8.226254885824529e-09
CLIC3,2.052301901466495,3.2927425024677445e-08
KCNJ16,-2.456286509124406,9.158229473926261e-05
TMC5,2.510432681949333,2.636760927559694e-08
DUOX2,2.686744517812504,5.204054402614028e-06
ECT2,2.170580982268286,5.2911521171710734e-11
SLC6A14,3.856166738445189,2.0777747713553234e-10
DHRS9,2.0221948393138693,5.4944853496025104e-05
LINC00339,-2.0007470837061985,7.717591680879824e-07
SLCO4A1,2.2800982202670856,5.972749714703694e-08
SLC16A10,-2.2054815790294757,2.9505152900953768e-08
TRHDE,-2.1920087750092256,6.7067677987333655e-06
ERO1LB,-2.252221944467274,1.3912718242871041e-06
STYK1,2.0915094390755513,3.796555825644387e-11
CUZD1,-3.6313673519925382,0.0007919471332185188
ARL14,2.1357297249972467,3.7367367824261016e-05
ARNTL2,2.118638470226237,1.0236513143208486e-09
CLDN18,3.232267380154975,5.2394614414321e-07
CLDN18,3.6029930151429275,6.234364883348015e-08
TEX11,-2.050496349005287,0.00019664939045066225
RBPJL,-2.5594473915842157,0.0001326600980327002
LEF1,2.070265164457495,4.969701381387666e-06
EPS8L1,2.189881394386688,1.046503941302905e-08
PAIP2B,-2.2507456432813915,1.8225933958241175e-06
BACE1,-2.0896318016406066,1.179935083321052e-05
BACE1,-2.0441848419455892,7.896523475297706e-06
ACSL5,2.3198706311677078,4.932792810831572e-07
ANLN,2.172921775507384,1.1271004125730953e-10
MUC13,2.1510081999814767,4.491148079704065e-06
EGLN3,2.0198774565529987,1.061461188849731e-07
TMC5,2.4308896264890305,1.0617869724937832e-08
GJB2,2.8562899198704366,4.467424106786429e-10
C15orf48,2.0736229948273577,3.134057561311777e-10
C19orf33,3.3809371955521392,4.3786085355418167e-10
SLC4A11,2.2833338948101454,2.2651134062067568e-11
GUCA1C,-2.2220049109561772,8.91005055165484e-05
TMPRSS3,2.2943127008487783,1.0343669452416786e-09
DHRS9,2.333572103097327,1.3445109009176317e-05
DHRS9,2.435280508042591,9.362903351438139e-06
CDCA7,2.0559794274635474,1.814218127603853e-07
PDK4,-2.33030567190679,3.364863692489342e-09
ABHD17C,2.317235766171685,2.2142717753781945e-11
SLC1A2,-2.123550181829709,1.9352516900484113e-05
CTHRC1,2.1504259526175957,3.248428695877492e-05
COL8A1,2.045757637618954,5.6051504489502944e-05
KIAA1324,-2.6761629223370464,3.3061163654700113e-06
ITGB6 /// LOC100505984,2.332992814777759,5.458733553708556e-09
INHBA,2.468861991980454,6.95500919263603e-07
ITGA2,2.3745367773577835,2.3235866096824984e-11
ERP27,-3.207866718513213,0.0004966005400530428
FOXQ1,2.040460624295028,3.8873645395830895e-09
LOC102725271 /// NTM,2.0747058646611873,3.3763694906378184e-06
ST6GALNAC1,2.3026271401331053,5.4115571240747895e-06
ZG16B,2.815102201539826,2.775758629744659e-12
VSIG2,2.147564750626834,1.6870474974739243e-07
CLDN23,2.171094973866883,3.440206433799489e-07
MXD1,2.0137524790437085,2.096712361291382e-09
228854_at,-2.0204677048594766,6.792030161285681e-05
S100A6,2.5227557753138985,6.134054371486415e-10
AGR2,2.193671524277163,1.9477063611133475e-06
CAPN8,2.9084169633711383,2.4884219738145275e-09
CTA-445C9.15,-2.1735129093060475,4.5703800115081163e-05
SPX,-2.650860531108302,5.8955074921117406e-05
LEMD1,2.148851468944557,1.660740701246269e-07
SYCN,-3.720783638420204,0.003802253290514077
TMEM45B,2.3080447469091507,1.8056109238233594e-07
TMEM52,-2.0732829238146238,0.00012199275484560346
IGFL2,2.218977273101442,1.1468349150723879e-07
RP11-320N7.2,-2.1390159488049902,0.0002175917159133118
DPCR1,3.8142036569589712,1.7863643242399305e-07
REG3G,-2.0495435233196595,0.015560084930767168
COL12A1,2.0980085440604777,1.5605177823412002e-06
ERO1LB,-2.311058095957753,2.0367899878069813e-06
SCEL,2.0830776505662327,9.780533730092271e-07
EPPK1,2.106832225165392,1.6712860361634588e-07
EPPK1,2.271179386820565,1.7826605758094247e-08
CLDN18,4.643017526016561,9.078552401651222e-09
TEX11,-2.6659239785622932,0.0001957869594549322
TEX11,-2.4598714135511366,0.00024547298440003593
235915_at,-2.267411584531866,1.6421477940798545e-05
235965_at,-2.7486115963436926,3.757797970315674e-06
PPAPDC1A,2.0224373865309797,4.3672882467129065e-07
GALNT5,2.30017385123673,3.4710767840257135e-11
SLC16A10,-2.2762211923307683,1.5138839378056225e-07
AF070581,-2.188469769506802,1.1477624810657899e-05
TMED6,-3.138540281947632,3.873390667238159e-05
SDR16C5,3.3866347586412093,2.952742877778668e-11
FAM150B,-2.763629686449431,2.1059946385047876e-07
ANKRD22,2.1065107023023306,1.2175219287103527e-07
GPR110,2.075432366670837,1.8736077009889068e-08
LINC01133,2.3866415759669573,1.0616542130240074e-06
KLK7,2.1231621603484965,3.0333933792294163e-05
TMC5,2.12050739794799,3.696531983084697e-07
LOC102724257 /// TMC5,2.4582296665804235,1.435999983230906e-07
DPCR1,2.9433485434118127,2.6778448217510695e-06
XDH,2.168725785021485,1.136340729981479e-06
242397_at,2.1428494790586954,1.870424831366957e-05
KIAA1324,-2.0043564015768136,3.3094345842797125e-07
VSIG1,2.5945941227709186,1.8495469099574315e-05
SFTA2,2.4878777687755833,4.2666968024760114e-08
SGPP2,2.2474475225332355,2.9801542035146955e-10
SFN,2.788469695038139,5.62566880284448e-11
SFN,3.455744724189417,3.0007188446357826e-11
COL11A1,3.481564927265441,2.2945514144952622e-08
PI3,2.3390294978494457,1.6595008728021086e-06
EPS8L1,2.064194822328784,3.796226298124091e-08
